Name Wetland,State,ID,Area (km2),Species richness,Species normalized,lat,lon,Groundwater recharge,Groundwater depth,Evaporation,Discharge,Salinity,BOD,bod,TP,ec,NOXN,SatAreaFrac,SatAreaFrac_20,SatAreaFrac_40,SatAreaFrac_60
Lake Cundare,VIC,223,3.95,51,12.91139,-38.15,143.6167,0.000907,5.46497,0.343214,1.42589,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.6406980156898499,0.5947235226631165,0.6353208422660828,0.6613452434539795
Lake Gnarpurt,VIC,224,23.5,7,0.297872,-38.05,143.3833,5.12e-06,8.58146,0.767276,0.026988,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.22900241613388062,0.020800894126296,0.1346877813339233,0.2600111663341522
Lake Linlithgow Wetlands,VIC,225,14.32,124,8.659218,-37.7667,142.1833,0.000783,5.58077,0.364569,0.684255,71.091,12.0418,1.79008,0.166884,363.1982,0.628964,0.694770336151123,0.6308131217956543,0.6816016435623169,0.7218616604804993
Lake Milangil,VIC,226,1.25,47,37.6,-38.1,143.2167,5.89e-06,8.80355,0.767407,0.004409,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.2027895301580429,0.0214063953608274,0.1189729645848274,0.2283039987087249
Lake Murdeduke,VIC,227,15.5,14,0.903226,-38.1667,143.9,0.000638,12.5784,0.42426,6.52665,99.1578,4.90616,1e+31,1e+31,1e+31,1e+31,0.6734253168106079,0.6116365790367126,0.6636563539505005,0.7013776898384094
Lake Terangpom,VIC,228,2.08,86,41.34615,-38.1333,143.3167,6.24e-06,7.2213,0.767168,0.00476,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.21683856844902039,0.0231442023068666,0.1324115395545959,0.2492452561855316
Lower Lough Calvert & Lake Thurrumbong,VIC,229,8.78,25,2.84738,-38.1983,143.6491,0.000478,32.64078,0.499332,0.368855,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.64049232006073,0.5974801182746887,0.6349132657051086,0.6593971252441406
Middle Lough Calvert,VIC,230,5.78,16,2.768166,-38.1667,143.6833,0.000864,6.5442,0.357455,1.15378,1e+31,1e+31,1.667592,0.116363,292.8755,0.689979,0.6509935855865479,0.598173975944519,0.6437832117080688,0.673517644405365
Point Cook & Laverton Saltworks,VIC,231,9.0,128,14.22222,-37.9,144.7833,0.000228,4.70996,0.334453,0.839211,264.996,6.35997,2.158327,0.285205,528.0739,1.188425,0.6324091553688049,0.5717227458953857,0.6193507313728333,0.6533089876174927
Red Rock Lakes & The Basins,VIC,232,2.23,2,0.896861,-38.3333,143.45,8.94e-07,5.34286,0.771442,1.60629,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.1622122824192047,0.0133596202358603,0.0787263363599777,0.1729593724012375
Tower Hill,VIC,233,3.11,184,59.16399,-38.3167,142.3667,0.00078,27.8126,0.401856,0.760084,1e+31,1e+31,1.201855,0.129818,298.5456,0.553491,0.6320474147796631,0.5870355367660522,0.6214105486869812,0.6498947143554688
Upper Lough Calvert,VIC,234,8.24,22,2.669903,-38.1167,143.6833,0.000804,5.11106,0.384152,2.29926,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.6678406000137329,0.6142512559890747,0.6607725024223328,0.6919649243354797
Bitter Swamp,VIC,235,0.32,3,9.375,-37.0833,141.75,0.000336,19.8009,0.44204,0.331696,1e+31,1e+31,1.124954,0.098226,288.6939,0.425875,0.1598731428384781,0.005457364488393,0.0357962697744369,0.1708458214998245
Cardross Lake,VIC,236,2.96,100,33.78378,-34.3167,142.1,3.59e-06,18.2684,0.315629,0.000794,314.439,3.91687,1e+31,1e+31,1e+31,1e+31,0.048375509679317474,0.0072834836319088,0.0245023872703313,0.046688999980688
Lake Buloke Wetlands,VIC,237,82.7,209,2.527207,-36.2667,142.9667,2.64e-05,3.99669,0.26546,3.37086,1e+31,1e+31,1.928158,0.169562,495.7018,0.571822,0.5149037837982178,0.4551303088665008,0.4861905872821808,0.5197988152503967
Boiler Swamp System,VIC,238,1.93,3,1.554404,-37.3333,140.9833,0.003775,8.17639,1.4269,24.2902,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.11868240684270859,0.0166293680667877,0.0309275146573781,0.1124616488814354
Dergholm (Youpayang) Wetlands,VIC,239,2.28,82,35.96491,-37.35,141.3,2.77e-08,73.4333,0.631933,5.40845,232.094,2.73028,1.081608,0.087267,274.7003,0.398984,0.13568520545959473,0.0054454850032925,0.033000648021698,0.1335740387439727
Avoca Floodway (Tutchewop Plains),VIC,240,4.84,30,6.198347,-35.5167,143.7167,5.9e-05,4.50397,0.404967,0.048057,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.09433341026306152,0.0124873826280236,0.0350884348154068,0.095140554010868
Lake Buninjon,VIC,241,2.87,18,6.271777,-37.4833,142.7833,9.57e-08,22.2281,0.614202,1.18504,1e+31,1e+31,1.497879,0.125368,273.9367,0.46277,0.16471637785434723,0.0061451531946659,0.0486491285264492,0.1672847270965576
Lake Wendouree,VIC,242,2.24,65,29.01786,-37.55,143.7167,1.15e-06,12.261,0.637565,0.011156,1e+31,1e+31,1.907442,0.193979,391.5967,0.823512,0.19380882382392883,0.0212617721408605,0.1113294884562492,0.2203990221023559
Merin Merin Swamp,VIC,243,2.15,33,15.34884,-37.2167,143.7833,1.77e-05,37.5298,0.584602,0.026823,1e+31,1e+31,1.751213,0.137046,404.166,0.619863,0.20450915396213531,0.0703548267483711,0.1028784289956092,0.2048078328371048
WoorndooÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂHopkins Wetlands,VIC,244,5.84,1,0.171233,-37.8167,142.6833,1.07e-05,23.9515,0.615348,0.008097,1e+31,1e+31,1.61711,0.163994,343.359,0.595302,0.09263106435537338,0.0045297653414309,0.0271059051156044,0.0949749872088432
Lake Condah,VIC,245,0.82,160,195.122,-38.0667,141.8333,2.48e-06,26.6119,0.713978,0.07392,212.854,20.6571,1.129491,0.119608,279.4932,0.437281,0.14608147740364075,0.0059411730617284,0.0453427024185657,0.1522219330072403
Nerrin Nerrin Wetland,VIC,246,5.26,79,15.01901,-37.7333,143.0167,-3.71e-12,10.4637,0.605947,0.000303,1e+31,1e+31,1.564103,0.159895,352.592,0.562152,0.1330316811800003,0.0056996410712599,0.0436039492487907,0.1471071392297744
Widderin Swamps,VIC,247,3.59,2,0.557103,-38.7333,143.3667,0.000308,158.343,0.891277,0.30526,84.1816,0.097507,1.020177,0.083074,83.91057,0.385815,0.3597278892993927,0.1710908412933349,0.2993536293506622,0.4214194416999817
Mitta Mitta River,VIC,248,24.0,172,7.166667,-36.8333,147.4167,0.001311,163.585,0.763,3.21645,1e+31,1e+31,0.842815,0.06817,167.1018,0.253987,0.38364067673683167,0.0946670398116111,0.2803196310997009,0.4943723380565643
Ovens River,VIC,249,37.5,281,7.493333,-36.25,146.2667,5.64e-05,4.91273,0.457908,32.2719,41.6548,0.81125,1.919168,0.130413,361.181,0.7393,0.12389736622571945,0.0056291725486516,0.0193442199379205,0.101989708840847
Howqua River,VIC,250,15.2,210,13.81579,-37.1667,146.65,0.000408,328.73,0.820297,0.451756,25.5969,0.0,0.583934,0.06828,103.308,0.176697,0.404405802488327,0.2626174092292785,0.3643301129341125,0.4716935455799103
Big River,VIC,251,14.65,185,12.62799,-37.5667,146.0167,0.000334,108.655,1.1014,0.918268,1e+31,1e+31,1.082736,0.061273,202.0904,0.365948,0.3874359428882599,0.1856175661087036,0.3291038870811462,0.4715937674045563
Wimmera River,VIC,252,560.2,808,1.442342,-36.65,141.9833,-4.6e-08,7.95567,0.454962,8.01508,236.934,0.829914,1.940792,0.158789,454.2891,0.781287,0.16184879839420319,0.0110165337100625,0.0668642371892929,0.1713275015354156
Genoa River,VIC,253,10.8,303,28.05556,-37.2667,149.35,3.17e-07,121.453,0.829029,2.65402,1e+31,1e+31,0.687683,0.073127,208.0999,0.266779,0.14781026542186737,0.0106663666665554,0.0389611795544624,0.1143843829631805
"Bemm, Goolengook, Arte and Errinundra Rivers",VIC,254,59.2,424,7.162162,-37.3167,148.9167,8.04e-09,244.914,0.887404,0.014464,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.17546553909778595,0.0244816839694976,0.0900134593248367,0.1800269186496734
Snowy River,VIC,255,466.9,1453,3.112015,-36.8833,148.4167,0.000622,139.053,0.600457,20.686,134.48,1.22644,0.909738,0.070222,278.4742,0.327539,0.6330651044845581,0.5760344862937927,0.6232181191444397,0.6596059799194336
Suggan Buggan and Berrima,VIC,256,18.4,174,9.456522,-36.8167,148.2333,4.3e-07,108.434,0.865418,0.000374,1e+31,1e+31,0.638452,0.067994,128.6206,0.181611,0.19064320623874664,0.0217784103006124,0.0901626124978065,0.195018395781517
Upper Buchan River,VIC,257,17.8,266,14.94382,-36.8833,148.15,0.000708,137.138,0.61374,0.553022,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.5452221632003784,0.4710704684257507,0.5429760813713074,0.5898264050483704
Wonnangatta River,VIC,258,41.0,329,8.02439,-37.1333,146.6333,0.000153,220.354,0.910749,0.252284,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.33829301595687866,0.1396388262510299,0.2675951421260834,0.4146313071250915
Benedore River,VIC,259,33.6,477,14.19643,-37.6167,149.5833,0.000854,54.83,0.601448,0.709933,1e+31,1e+31,0.695395,0.087493,108.0687,0.241495,0.1942838728427887,0.021271489560604,0.0809667184948921,0.1883890479803085
Thurra River,VIC,260,29.2,461,15.78767,-37.3667,149.35,0.000745,128.067,0.51968,1.46692,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.6127380728721619,0.5726163387298584,0.6039524078369141,0.6272972226142883
Yarra River,VIC,261,10.65,929,87.23005,-37.75,145.7167,0.000191,97.16495,0.91916,5.394989,2766.59,1.65559,1.217876,0.08676,211.1763,0.525068,0.607453465461731,0.5720186829566956,0.6039716005325317,0.622015655040741
Lerderderg River,VIC,262,54.9,601,10.94718,-37.45,144.2333,2.16e-05,70.4658,0.729966,0.048207,1e+31,1e+31,1.496054,0.120875,335.3858,0.597872,0.167905792593956,0.0174649618566036,0.0661830678582191,0.1819977015256881
Aire River,VIC,263,8.2,140,17.07317,-38.6667,143.55,0.000434,114.031,0.88225,1.63975,90.0737,2.20081,1e+31,1e+31,1e+31,1e+31,0.4044142961502075,0.2450945526361465,0.3482691645622253,0.4681797325611114
Glenelg River,VIC,264,30.2,378,12.51656,-37.9333,141.2833,3.81e-05,34.0726,0.726446,17.6621,214.75,3.28552,1e+31,1e+31,1e+31,1e+31,0.13718636333942413,0.0112742045894265,0.0413770712912082,0.1398367136716842
Coyrecup Lake,WA,265,5.0,4,0.8,-33.7167,117.8333,4.43e-05,8.69828,0.286262,0.777193,1e+31,1e+31,1.844564,0.178333,416.1934,0.621388,0.5707757472991943,0.4980804622173309,0.536298930644989,0.5955832600593567
Dumbleyung Lake,WA,266,55.61,52,0.935084,-33.3333,117.6667,1.23e-06,33.6768,0.290203,3.50471,1e+31,1e+31,1.886011,0.248125,461.7497,0.678528,0.12268061935901642,0.0051479404792189,0.0518369004130363,0.1394233852624893
Toolibin Lake,WA,267,4.37,51,11.67048,-32.9167,117.6,-5.96e-11,24.293,0.353959,5.19e-09,1e+31,1e+31,1.771361,0.159335,408.027,0.587283,0.0828172117471695,0.0031857842113822,0.0157961808145046,0.0817684605717659
Yealering Lakes System,WA,268,7.75,4,0.516129,-32.5333,117.6,-4.9e-11,38.5984,0.354055,6.75e-05,1e+31,1e+31,2.070717,0.231413,616.6145,0.720351,0.08499502390623093,0.0032022795639932,0.0162568725645542,0.0848752334713935
Yorkrakine Rock Pools,WA,269,0.01,82,8200.0,-31.4333,117.5167,4.45e-11,18.9176,0.329007,0.000774,1e+31,1e+31,1.973106,0.230633,682.4955,0.708178,0.11008090525865555,0.0037155279424041,0.0193275175988674,0.110491082072258
Cape Range Subterranean Waterways,WA,270,1750.0,44,0.025143,-21.8333,113.6667,3.48e-05,1.728515,0.22512,0.061941,1e+31,1e+31,1.30761,0.217011,556.4647,0.422544,,,,
Lake MacLeod,WA,271,1500.0,88,0.058667,-23.6,113.5,4.44e-06,30.78295,0.200419,0.066658,1e+31,1e+31,1.329117,0.204204,569.4312,0.41202,,,,
McNeill Claypan System,WA,272,25.0,37,1.48,-24.9,113.75,-4.73e-06,4.87566,0.221288,10.9809,1e+31,1e+31,1.23571,0.185546,532.3644,0.389485,0.34894153475761414,0.2820943593978882,0.3618553280830383,0.3885243833065033
Windjana Gorge,WA,273,0.2,26,130.0,-17.4167,124.95,0.000112,9.00792,0.88833,0.799215,119.935,0.012334,1.235133,0.183843,280.517,0.296251,0.12108182907104492,0.0039068334735929,0.0078136669471859,0.0391096770763397
Rowles Lagoon System,WA,274,5.5,17,3.090909,-30.4,120.8167,1.19e-05,62.7872,0.283784,0.25334,1e+31,1e+31,1.32603,0.239316,674.1488,0.466514,0.22337986528873444,0.1962946057319641,0.208653062582016,0.2204519957304
Bunda-Bunda Mound Springs,WA,275,0.22,17,77.27273,-17.15,122.3167,0.000634,7.93347,0.648334,0.693583,1e+31,1e+31,1.043185,0.155983,191.9441,0.282622,0.2792707085609436,0.1947816163301468,0.2087597101926803,0.2429201155900955
Eighty Mile Beach System,WA,276,400.0,24,0.06,-19.05,119.7667,5.55e-05,4.095795,0.511051,0.107962,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,,,,
Geikie Gorge,WA,277,1.3,14,10.76923,-18.0833,125.7167,7.22e-06,20.5076,0.717529,21.5897,135.743,0.005946,1.268837,0.202353,339.4344,0.272306,0.13636243343353271,0.0950396358966827,0.1044522821903228,0.1153485402464866
Roebuck Plains System,WA,278,480.0,44,0.091667,-17.8333,122.35,0.000112,18.72385,0.735849,1.08175,138.351,0.004221,1.099255,0.154391,225.8172,0.28197,0.08534310758113861,0.0027839923277497,0.0055679846554994,0.0114799691364169
Willie Creek Wetlands,WA,279,0.2,60,300.0,-17.7667,122.2667,0.000148,14.6672,0.760812,0.239175,1e+31,1e+31,0.953591,0.127938,227.7241,0.360185,0.09882532060146332,0.0127680357545614,0.023361712694168,0.0364801026880741
Balicup Lake System,WA,280,14.0,37,2.642857,-34.2167,117.7667,4.67e-05,9.9275,0.343911,0.3087,1e+31,1e+31,1.42535,0.114368,323.5587,0.520846,0.42369821667671204,0.3568392992019653,0.3900781869888305,0.4362277388572693
Culham Inlet System,WA,281,113.49,71,0.625606,-33.9,120.0667,1.74e-05,48.6028,0.431444,5.07559,1.66143,0.650561,1.367626,0.163637,475.4796,0.46754,0.14763544499874115,0.1071265637874603,0.1210367158055305,0.1378505378961563
Fitzgerald Inlet System,WA,282,12.0,76,6.333333,-33.8167,119.3,3.43e-05,36.0783,0.387283,1.03095,79.0973,0.45171,1.251265,0.149846,419.3864,0.515887,0.39419320225715637,0.3368769586086273,0.3672177195549011,0.4026547968387604
Lake Gore System,WA,283,15.0,8,0.533333,-33.75,121.4667,0.00011,19.5127,0.439233,3.37813,1.67294,1.11682,1.373052,0.209721,494.0566,0.48269,0.332969069480896,0.2739478051662445,0.2986967861652374,0.3368314206600189
Lake Warden System,WA,284,12.0,26,2.166667,-33.7833,121.85,8.82e-05,30.65015,0.523927,0.871404,1e+31,1e+31,1.316542,0.213812,634.2039,0.431427,0.331976056098938,0.2605122029781341,0.2903372645378113,0.3387537598609924
Mortijinup Lake System,WA,285,7.5,28,3.733333,-33.7833,121.5833,0.000203,33.63475,0.413012,0.425369,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.2738325893878937,0.1730969101190567,0.2182787954807281,0.2936899662017822
Pink Lake,WA,286,10.61,37,3.487276,-33.85,121.8333,0.000118,21.7882,0.559214,0.068712,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.13980220258235931,0.0790898129343986,0.0934315174818039,0.1344783306121826
Yellilup Yate Swamp System,WA,287,15.0,27,1.8,-34.3,118.85,2.88e-05,53.0142,0.443923,0.094154,1e+31,1e+31,1.250932,0.096294,280.8728,0.432962,0.5408706068992615,0.4806676805019378,0.5125374794006348,0.5562856197357178
Kookhabinna Gorge,WA,288,1.25,1,0.8,-23.25,116.0167,2.83e-05,58.45136,0.288602,0.267465,1e+31,1e+31,1.380848,0.222983,666.9376,0.401302,0.030268745496869087,0.0014389030402526,0.0028778060805052,0.0074614994227886
Lake Carnegie System,WA,289,1531.0,42,0.027433,-25.95,122.0833,3.03e-07,20.7354,0.283276,0.050426,1e+31,1e+31,1.349018,0.293112,719.0823,0.464696,0.02397807128727436,0.0012219381751492,0.0024438763502985,0.0065893162973225
Hutt Lagoon System,WA,290,30.0,67,2.233333,-28.0333,114.1667,4.42e-05,39.91895,0.310819,0.839403,1e+31,1e+31,1.506924,0.120937,388.7331,0.544698,0.425059050321579,0.3587351739406585,0.3843130767345428,0.4285411536693573
Lake LogueÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂIndoon System,WA,291,5.29,42,7.939509,-29.8667,115.1333,9.33e-05,67.6272,0.415794,0.925788,1e+31,1e+31,1.639107,0.140037,486.7585,0.548978,0.2654482424259186,0.177895650267601,0.1932081282138824,0.251348614692688
Murchison River (Lower Reaches),WA,292,6.25,137,21.92,-27.7167,114.1667,1.8e-05,48.26445,0.288696,5.857756,1e+31,1e+31,1.169361,0.130577,443.9012,0.385913,0.34754645824432373,0.271760880947113,0.2917684912681579,0.3416557908058166
Lake Gruszka,WA,293,5.0,2,0.4,-25.3333,125.5667,1.85e-06,4.10323,0.25774,0.148852,1e+31,1e+31,1.286893,0.217488,526.3162,0.378701,0.48592856526374817,0.4407262802124023,0.4672243297100067,0.4907948076725006
Dragon Tree Soak,WA,294,0.05,2,40.0,-19.6667,123.35,3.85e-06,17.0774,0.626105,0.003129,1e+31,1e+31,1.140965,0.135158,189.2476,0.246624,0.037927038967609406,0.0022367490455508,0.0044734980911016,0.0067102471366524
Lake Dora (Rudall River) System,WA,295,326.0,8,0.02454,-21.95,122.8,1.31e-06,13.2527,0.455803,0.000684,1e+31,1e+31,1.336184,0.217067,465.8532,0.333447,0.018175676465034485,0.0014514189679175,0.0029028379358351,0.004354256670922
Mandora Salt Marsh,WA,296,800.0,3,0.00375,-19.6667,121.1167,4.75e-05,4.864885,0.527184,0.827333,1e+31,1e+31,1.194457,0.16529,340.2702,0.30077,0.026932479813694954,0.0014091284247115,0.002818256849423,0.0042273853905498
Yeo Lake/Lake Throssell,WA,297,710.0,66,0.092958,-27.35,123.8833,2.48e-05,62.58785,0.248218,0.10641,1e+31,1e+31,1.318701,0.215106,684.3636,0.400823,0.4868004322052002,0.4454167187213897,0.4646353423595428,0.4832808375358581
Byenup Lagoon System,WA,298,50.0,516,10.32,-34.3167,116.6667,0.001041,17.43515,0.445664,9.9918,35.2487,0.955977,1.159995,0.078593,228.1981,0.401941,0.5056166648864746,0.3829165995121002,0.4540110826492309,0.5562912225723267
ChitteringÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂNeedonga Lakes,WA,299,2.48,5,2.016129,-31.4333,116.1,0.000369,80.137,0.401449,3.38679,1e+31,1e+31,1.695339,0.151727,450.6724,0.554173,0.48464933037757874,0.3848409950733185,0.4171703457832336,0.4990068674087524
Lake Muir,WA,300,46.0,179,3.891304,-34.4833,116.6667,0.00024,7.0922,0.557189,0.267666,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.43007537722587585,0.2802301049232483,0.3537407517433166,0.4854854345321655
Lake Pleasant View System,WA,301,5.5,98,17.81818,-34.7833,118.15,0.000334,32.99225,0.508372,0.597529,1e+31,1e+31,1.090874,0.085796,219.8141,0.431843,0.08822083473205566,0.0037336891982704,0.0216664168983697,0.0894513502717018
Moates Lake System,WA,302,7.5,105,14.0,-34.9333,118.0833,0.000607,29.14471,0.347463,0.658249,1e+31,1e+31,1.1501,0.078173,167.9932,0.503474,0.41778796911239624,0.3429144024848938,0.3810003995895386,0.4408650994300842
Lake Disappointment (Savory Creek) System,WA,303,1542.0,35,0.022698,-23.4478,122.7946,5.36e-05,2.80836,0.331805,0.152734,1e+31,1e+31,1.322673,0.219781,506.3689,0.360221,0.5750977396965027,0.5107765197753906,0.5377693176269531,0.5775319337844849
Lake Cronin,WA,304,0.13,65,500.0,-119.767,32.38333,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,,,,
Lake Grace System,WA,305,132.0,212,1.606061,-33.0667,118.3167,2.5e-06,32.926,0.324427,0.070793,1e+31,1e+31,1.952052,0.236938,604.2204,0.717707,0.08787237107753754,0.0034488344099372,0.0249741114675998,0.0949182212352752
Anneen Lake (Lake Nannine),WA,306,120.0,143,1.191667,-26.8,118.1667,3.09e-07,8.504175,0.256488,0.085721,1e+31,1e+31,1.385609,0.315002,858.9571,0.482676,0.42775630950927734,0.3941268622875213,0.4078465104103088,0.4228224754333496
Breberle Lake,WA,307,7.5,4,0.533333,-26.3333,115.9667,5.82e-06,63.1809,0.21387,0.027319,1e+31,1e+31,1.315945,0.202305,719.683,0.378821,0.4099692702293396,0.3702832758426666,0.3881768584251404,0.408601313829422
Lake Ballard,WA,308,600.0,44,0.073333,-29.2833,120.5667,3.83e-10,54.658,0.267636,4.88e-05,1e+31,1e+31,1.346214,0.30875,739.4419,0.490299,0.018990157172083855,0.0015597117599099,0.0031194235198199,0.0054329959675669
Lake Barlee,WA,309,1943.8,131,0.067394,-28.85,118.95,4.66e-05,56.759,0.281628,0.060514,1e+31,1e+31,1.316294,0.260961,699.8086,0.448496,0.4995439350605011,0.4492562413215637,0.4741476476192474,0.5016496181488037
Lake Marmion,WA,310,353.0,14,0.03966,-29.5667,121.3167,1.81e-05,27.68645,0.280502,0.113171,1e+31,1e+31,1.351727,0.283328,752.9708,0.452335,0.31889694929122925,0.2835513353347778,0.2995672225952148,0.3176945447921753
Wooleen Lake,WA,311,22.0,6,0.272727,-27.0667,116.1833,1.9e-07,5.07292,0.207335,0.069444,1e+31,1e+31,1.345235,0.212641,798.6581,0.396136,0.2820294499397278,0.2390944063663482,0.2773698568344116,0.2983323633670807
Drysdale River,WA,312,51.0,142,2.784314,-14.5333,126.7,0.000352,48.01795,0.99113,1.217179,1e+31,1e+31,0.944843,0.135443,134.2853,0.239887,0.1937905102968216,0.0045802583917975,0.0130108799785375,0.1292862743139267
Mitchell River System,WA,313,41.4,13,0.31401,-14.4833,125.4333,0.001001,42.33677,0.824851,3.68401,103.411,6.17e-05,0.729807,0.109815,70.70686,0.231559,,,,
Prince Regent River System,WA,314,143.0,39,0.272727,-15.2333,124.95,0.000686,21.77008,1.012593,0.669302,1e+31,1e+31,0.81631,0.12527,108.1412,0.22969,0.2148076295852661,0.0045798616483807,0.0271611232310533,0.2237559258937835
De Grey River,WA,315,136.0,25,0.183824,-19.9667,119.1667,8.17e-08,3.130705,0.418673,0.598453,1e+31,1e+31,1.362769,0.227897,549.5699,0.368363,0.013621675781905651,0.001113259117119,0.002226518234238,0.0033397772349417
Fortescue Marshes,WA,316,1000.0,253,0.253,-22.0833,118.1,0.000122,69.2758,0.438071,14.39856,155.672,0.04635,1.400762,0.228282,616.2155,0.392654,0.533220112323761,0.4803548753261566,0.5058696269989014,0.5360503196716309
Karijini (Hamersley Range) Gorges,WA,317,0.8,2,2.5,-22.2167,118.0,3.77e-05,34.38631,0.395491,2.099116,1e+31,1e+31,1.416601,0.214783,656.9066,0.418423,0.4500778913497925,0.39267697930336,0.4216869473457336,0.4561453461647033
Millstream Pools,WA,318,1.5,13,8.666667,-21.5833,117.0833,4.4e-05,26.9699,0.413819,34.2939,1e+31,1e+31,1.379439,0.218434,567.3813,0.397873,0.3380175828933716,0.2981468439102173,0.3156662583351135,0.3383893668651581
Benger Swamp,WA,319,5.72,34,5.944056,-33.1667,115.8333,0.000246,7.54927,0.772115,0.327246,1e+31,1e+31,1.061179,0.085158,147.8596,0.445696,0.5091022253036499,0.3823782801628113,0.4408793747425079,0.5500920414924622
Booragoon Lake,WA,320,0.13,9,69.23077,-32.05,115.8333,0.000429,21.5158,0.292435,1.77694,637.522,5.37054,1e+31,1e+31,1e+31,1e+31,0.5730208158493042,0.4590180218219757,0.5212371349334717,0.6204447746276855
Brixton Street Swamps,WA,321,0.3,444,1480.0,-32.0333,115.9667,0.000586,6.21977,0.352713,4.03084,1e+31,25.5451,0.986088,0.064709,130.4916,0.368651,0.5644170641899109,0.4587980210781097,0.5147871375083923,0.599323034286499
Chandala Swamp,WA,322,1.0,20,20.0,-31.5,115.9667,0.000572,29.1256,0.483263,1.11504,2.55907,0.487889,1e+31,1e+31,1e+31,1e+31,0.28898319602012634,0.1488265395164489,0.1755081862211227,0.3012252151966095
Ellen Brook Swamps System,WA,323,0.2,36,180.0,-31.75,116.0333,0.00064,38.0643,0.488285,46.5116,34.5263,0.421108,1.662284,0.096457,280.8618,0.543145,0.2880738079547882,0.0130395647138357,0.1276187002658844,0.3575013875961303
Gibbs Road Swamp System,WA,324,0.7,499,712.8571,-32.1333,115.8667,0.000656,14.65471,0.51516,0.672278,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.3870528042316437,0.1559068709611892,0.2790029644966125,0.4664589464664459
Guraga Lake,WA,325,3.5,8,2.285714,-30.8667,115.5667,4.81e-05,13.8816,0.504178,0.088301,1e+31,1e+31,1.183216,0.091721,238.42,0.395403,0.18157319724559784,0.0850020870566368,0.0972607061266899,0.158357948064804
Herdsman Lake,WA,326,2.5,119,47.6,-31.9167,115.8,0.001289,20.1362,0.269119,3.02528,914.001,9.90951,1e+31,1e+31,1e+31,1e+31,0.5974833965301514,0.497683048248291,0.5561933517456055,0.6411110162734985
Joondalup Lake,WA,327,5.3,70,13.20755,-31.75,115.7833,0.000828,32.3381,0.425592,1.44711,717.577,7.78176,1.631658,0.145252,210.8755,0.900951,0.2537233829498291,0.0707370489835739,0.1051372587680816,0.2692926824092865
Lake McLarty System,WA,328,4.0,28,7.0,-32.6333,115.7,0.001474,4.492295,0.900269,75.0108,28.68395,0.150644,1.389884,0.097434,135.3943,0.59075,0.5231227874755859,0.4360277354717254,0.4870550334453583,0.5687999129295349
Loch McNess System,WA,329,2.55,76,29.80392,-31.5333,115.6833,8.86e-05,34.9135,0.722194,0.326247,205.364,4.94322,1.195103,0.100821,206.7552,0.40167,0.2103431522846222,0.0183023549616336,0.0746892169117927,0.2117397785186767
McCarleyÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Swamp (Ludlow Swamp),WA,330,0.25,1,4.0,-33.6,115.5,0.001268,5.88504,0.353175,1.19854,1e+31,1e+31,0.890789,0.073878,188.0771,0.409182,0.571627676486969,0.4749406278133392,0.5304380059242249,0.6145811676979065
Perth Airport Woodland Swamps,WA,331,0.23,12,52.17391,-31.9167,115.8333,0.001293,20.1362,0.326768,68.7845,474.573,0.684285,1e+31,1e+31,1e+31,1e+31,0.5974833965301514,0.497683048248291,0.5561933517456055,0.6411110162734985
Rottnest Island Lakes,WA,332,1.8,29,16.11111,-32.0,115.5167,1e+31,1.34258,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,,,,
Spectacles Swamp,WA,333,1.42,16,11.26761,-32.2167,115.8333,0.000359,15.5625,0.629193,0.446745,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.4066312313079834,0.1949857473373413,0.2975129783153534,0.4777157306671142
Thomsons Lake,WA,334,2.13,32,15.02347,-32.15,115.8333,0.000482,20.3301,0.602215,0.471943,1e+31,1e+31,1e+31,1e+31,1e+31,1e+31,0.4109508693218231,0.2246574014425277,0.3058286607265472,0.4732656180858612
